Season,TeamIdA,TeamIdB,SeedA,SeedB,ScoreA,ScoreB,Round,Seed_diff,Score_diff,WinA,A.team,A.conference,A.record,B.team,B.conference,B.record,Rank_diff,W_diff,L_diff,W_perc_diff,adj_em_diff,adj_o_diff,adj_o_rank_diff,adj_d_diff,adj_d_rank_diff,adj_tempo_diff,adj_tempo_rank_diff,luck_diff,luck_rank_diff,sos_adj_em_diff,sos_adj_em_rank_diff,sos_adj_o_diff,sos_adj_o_rank_diff,sos_adj_d_diff,sos_adj_d_rank_diff,nc_sos_adj_em_diff,nc_sos_adj_em_rank_diff
2011,1163,1246,X03,W04,56,55,5,-1,1,1,Connecticut,BE,32-9,Kentucky,SEC,29-9,3,3,0,0.01732991014120666,-1.8900000000000006,-2,11,-0.09999999999999432,-1,-0.5,37,0.092,-227,2.969999999999999,-16,1.6999999999999886,-15,-1.0999999999999943,-8,-5.23,127
2011,1163,1139,X03,Y08,53,41,6,-5,12,1,Connecticut,BE,32-9,Butler,Horz,28-10,-26,4,-1,0.043645699614890954,7.469999999999999,3.5,-24,-4,-31,1,-41,0.015,-36,6.669999999999999,-55,3.6999999999999886,-53,-2.8999999999999915,-52,-7.4399999999999995,153
2012,1124,1355,Y03,Y14,68,60,1,-11,8,1,Baylor,B12,30-8,South Dakota St.,Sum,27-8,-48,3,0,0.018045112781954864,9.67,2.299999999999997,-13,-7.3999999999999915,-118,0.7999999999999972,-44,0.028999999999999998,-53,11.53,-191,4.8999999999999915,-142,-6.599999999999994,-251,-4.74,139
2012,1160,1424,Y11,Y06,68,64,1,5,4,1,Colorado,P12,24-12,UNLV,MWC,26-9,44,-2,3,-0.07619047619047625,-6.08,-4.400000000000006,70,1.7000000000000028,19,-3.6000000000000085,139,0.075,-139,1.8099999999999996,-32,1.2000000000000028,-43,-0.5,-22,0.3,-10
2012,1211,1452,W07,W10,77,54,1,-3,23,1,Gonzaga,WCC,26-7,West Virginia,BE,19-14,-23,7,-7,0.21212121212121204,4.83,1.6999999999999886,-11,-3.200000000000003,-44,0.7999999999999972,-43,0.0010000000000000009,-3,-6.24,99,-2.3999999999999915,57,3.799999999999997,141,-0.99,30
2012,1231,1308,Y04,Y13,79,66,1,-9,13,1,Indiana,B10,27-9,New Mexico St.,WAC,26-10,-56,1,-1,0.02777777777777779,11.33,10.900000000000006,-61,-0.5,-9,-2.700000000000003,69,0.048,-111,9.290000000000001,-161,4,-125,-5.299999999999997,-197,-4.09,110
2012,1235,1163,Y08,Y09,77,64,1,-1,13,1,Iowa St.,B12,23-11,Connecticut,BE,20-14,-12,3,-3,0.08823529411764708,2.160000000000002,2.6000000000000085,-18,0.4000000000000057,9,2.799999999999997,-142,0.028,-71,-1.0300000000000002,13,-0.29999999999999716,9,0.7000000000000028,17,-3.62,99
2012,1243,1379,W08,W09,70,64,1,-1,6,1,Kansas St.,B12,22-11,Southern Miss,CUSA,25-9,-45,-3,2,-0.06862745098039225,6.6899999999999995,-1.4000000000000057,15,-8.100000000000009,-107,2.700000000000003,-141,-0.065,163,3.5700000000000003,-41,2.299999999999997,-62,-1.2000000000000028,-30,-5.609999999999999,161
2012,1246,1443,Y01,Y16b,81,66,1,-15,15,1,Kentucky,SEC,38-2,Western Kentucky,SB,16-19,-192,22,-17,0.4928571428571428,35.260000000000005,24.400000000000006,-262,-10.900000000000006,-120,-2.5,103,-0.051000000000000004,68,7.99,-130,4.5,-163,-3.5,-128,-3.69,102
2012,1257,1172,Z04,Z13,69,62,1,-9,7,1,Louisville,BE,30-10,Davidson,SC,25-8,-54,5,2,-0.007575757575757569,10.020000000000001,-5.799999999999997,79,-15.900000000000006,-140,-1.3000000000000114,50,0.023,-60,13.06,-225,7.099999999999994,-234,-5.900000000000006,-220,-8.67,138
2012,1266,1140,Z03,Z14a,88,68,1,-11,20,1,Marquette,BE,27-8,BYU,WCC,26-9,-32,1,-1,0.02857142857142858,7.43,5.200000000000003,-71,-2.200000000000003,-7,-2.5999999999999943,10,0.022000000000000002,-56,6.93,-105,1.5,-33,-5.5,-182,-1.33,42
2012,1293,1161,Z06,Z11,58,41,1,-5,17,1,Murray St.,OVC,31-2,Colorado St.,MWC,20-12,-53,11,-10,0.31439393939393945,7.17,-3.4000000000000057,45,-10.5,-169,1.3999999999999986,-78,-0.044,71,-6.7299999999999995,139,-1.7999999999999972,75,4.900000000000006,213,2.78,-62
2012,1307,1253,Z05,Z12,75,68,1,-7,7,1,New Mexico,MWC,28-7,Long Beach St.,BW,25-9,-16,3,-2,0.06470588235294117,4.18,-0.9000000000000057,13,-5,-38,-0.9000000000000057,32,0.05,-109,1.4,-21,-0.09999999999999432,4,-1.5,-56,-19,271
2012,1326,1259,W02,W15,78,59,1,-13,19,1,Ohio St.,B10,31-8,Loyola MD,MAAC,24-9,-127,7,-1,0.06759906759906753,26.16,14.199999999999989,-144,-11.900000000000006,-112,3.3000000000000043,-163,-0.164,281,12.8,-219,7.1000000000000085,-221,-5.700000000000003,-214,-2.65,73
2012,1393,1421,W01,W16,72,65,1,-15,7,1,Syracuse,BE,34-3,UNC Asheville,BSth,24-10,-109,10,-7,0.21303656597774245,20.54,7.299999999999997,-48,-13.200000000000003,-203,-3.799999999999997,163,0.061,-136,12.100000000000001,-234,5.200000000000003,-192,-6.900000000000006,-284,-10.02,200
2012,1433,1455,Y12,Y05,62,59,1,7,3,1,VCU,CAA,29-7,Wichita St.,MVC,27-6,35,2,1,-0.012626262626262652,-8.91,-9.199999999999989,85,-0.29999999999999716,-3,-0.7000000000000028,39,0.041,-104,-3.4400000000000004,65,-3.1999999999999886,140,0.20000000000000284,13,-1.6,28
2012,1435,1217,W05,W12,79,70,1,-7,9,1,Vanderbilt,SEC,25-11,Harvard,Ivy,26-5,-25,-1,6,-0.14426523297491045,6.559999999999999,6.799999999999997,-58,0.29999999999999716,6,4,-137,-0.075,181,9.35,-162,6.299999999999997,-231,-3,-110,2.38,-59
2012,1458,1285,W04,W13,73,49,1,-9,24,1,Wisconsin,B10,26-10,Montana,BSky,25-7,-96,1,3,-0.05902777777777779,17.33,10,-130,-7.300000000000011,-55,-6.700000000000003,134,-0.082,185,14.100000000000001,-285,5.099999999999994,-168,-9,-333,-3.16,81
2012,1153,1400,W06,W11,65,59,1,-5,6,1,Cincinnati,BE,26-11,Texas,B12,20-14,-1,6,-3,0.11446740858505566,0.13000000000000078,-3.4000000000000057,31,-3.5,-42,-2.000000000000007,96,0.088,-196,-1.549999999999999,25,-2.0999999999999943,50,-0.6000000000000085,-17,-7.65,140
2012,1166,1104,X08,X09,58,57,1,-1,1,1,Creighton,MVC,29-6,Alabama,SEC,21-12,1,8,-6,0.19220779220779227,-0.22000000000000242,13.100000000000009,-110,13.200000000000003,160,4.000000000000007,-177,0.14600000000000002,-294,-3.2800000000000002,49,-2.5,61,0.7999999999999972,30,-4.45,111
2012,1196,1438,Z07,Z10,71,45,1,-3,26,1,Florida,SEC,26-11,Virginia,ACC,22-10,-23,4,1,0.015202702702702742,6.619999999999999,15.200000000000003,-130,8.700000000000003,75,4.900000000000006,-129,-0.018999999999999996,33,3.13,-42,0.4000000000000057,-10,-2.799999999999997,-79,4.03,-104
2012,1199,1382,W03,W14,66,63,1,-11,3,1,Florida St.,ACC,25-10,St. Bonaventure,A10,20-12,-36,5,-2,0.0892857142857143,5.360000000000001,-3,36,-8.5,-83,3.5999999999999943,-174,0.058,-155,3.71,-54,2,-50,-1.6999999999999886,-58,0.72,-18
2012,1207,1125,X03,X14,74,59,1,-11,15,1,Georgetown,BE,24-9,Belmont,ASun,27-8,-10,-3,1,-0.04415584415584417,4.09,-5.8999999999999915,36,-10,-112,-5.100000000000001,222,0.003000000000000001,-12,8.64,-144,3.8999999999999915,-126,-4.700000000000003,-164,-5.73,144
2012,1242,1178,X02,X15,65,50,1,-13,15,1,Kansas,B12,32-7,Detroit,Horz,22-14,-111,10,-7,0.20940170940170932,21.43,5.900000000000006,-59,-15.5,-161,-0.7999999999999972,35,0.035,-92,10.8,-143,6.599999999999994,-198,-4.200000000000003,-119,4.07,-82
2012,1250,1181,Y15,Y02,75,70,1,13,5,1,Lehigh,Pat,27-8,Duke,ACC,27-7,60,0,1,-0.02268907563025202,-10.41,-9.100000000000009,68,1.2999999999999972,17,1.1999999999999886,-52,-0.083,194,-13.75,278,-7,268,6.700000000000003,272,-12.85,282
2012,1277,1254,Z01,Z16,89,67,1,-15,22,1,Michigan St.,B10,29-8,LIU Brooklyn,NEC,25-9,-159,4,-1,0.048489666136724896,27.12,6,-58,-21,-270,-9.100000000000009,207,-0.14400000000000002,239,15.46,-288,8.799999999999997,-300,-6.599999999999994,-249,1.2,-35
2012,1301,1361,X11,X06,79,65,1,5,14,1,N.C. State,ACC,24-13,San Diego St.,MWC,26-8,-23,-2,5,-0.11605723370429244,3.0600000000000005,5.099999999999994,-63,2.1000000000000085,34,1.2000000000000028,-47,-0.063,144,2.8899999999999997,-51,1.1000000000000085,-31,-1.7999999999999972,-73,4.9399999999999995,-140
2012,1313,1281,Z15,Z02,86,84,1,13,2,1,Norfolk St.,MEAC,26-10,Missouri,B12,30-5,176,-4,5,-0.13492063492063489,-27.1,-24.19999999999999,210,2.9000000000000057,54,1.1999999999999886,-59,0.172,-129,-12.11,262,-5.400000000000006,232,6.699999999999989,280,7.569999999999999,-203
2012,1314,1436,X01,X16b,77,58,1,-15,19,1,North Carolina,ACC,32-6,Vermont,AE,24-12,-112,8,-6,0.17543859649122806,20.270000000000003,10.799999999999997,-119,-9.399999999999991,-108,9.000000000000007,-290,0.04,-102,12.850000000000001,-266,8.100000000000009,-292,-4.799999999999997,-192,3.44,-101
2012,1325,1276,X13,X04,65,60,1,9,5,1,Ohio,MAC,29-8,Michigan,B10,24-10,35,5,-2,0.07790143084260726,-5.639999999999999,-7.700000000000003,83,-2.0999999999999943,-24,5.899999999999999,-209,-0.036000000000000004,74,-9.85,137,-5.400000000000006,133,4.5,153,-2.8600000000000003,81
2012,1345,1388,X10,X07,72,69,1,3,3,1,Purdue,B10,22-13,Saint Mary's,WCC,27-6,-4,-5,7,-0.18961038961038967,0.7699999999999996,1.9000000000000057,-10,1.1000000000000085,23,0.8999999999999986,-54,-0.039,101,8.64,-142,4.300000000000011,-107,-4.300000000000011,-160,-0.4700000000000002,17
2012,1378,1396,X12b,X05,58,44,1,7,14,1,South Florida,BE,22-14,Temple,A10,24-8,9,-2,6,-0.13888888888888884,-1.3599999999999994,-9.399999999999991,123,-8.100000000000009,-79,-7.400000000000006,217,-0.015,25,2.0700000000000003,-22,0.7000000000000028,-14,-1.4000000000000057,-39,-4.93,89
2012,1387,1272,Z09,Z08,61,54,1,1,7,1,Saint Louis,A10,26-8,Memphis,CUSA,26-9,2,0,-1,0.02184873949579824,-0.6999999999999993,-2.299999999999997,12,-1.5999999999999943,-5,-5.600000000000001,243,0.008,-6,-0.7399999999999993,9,0.09999999999999432,-2,0.7999999999999972,28,-9.51,209
2012,1462,1323,Y10,Y07,67,63,1,3,4,1,Xavier,A10,23-13,Notre Dame,BE,22-12,11,1,1,-0.008169934640522958,-1.6300000000000008,-2.200000000000003,24,-0.6000000000000085,-6,6.200000000000003,-225,-0.0010000000000000009,2,0.2999999999999998,-6,1,-22,0.6999999999999886,20,8.84,-230
2012,1124,1160,Y03,Y11,80,63,2,-8,17,1,Baylor,B12,30-8,Colorado,P12,24-12,-68,6,-4,0.1228070175438597,12.399999999999999,11.200000000000003,-124,-1.2000000000000028,-12,0.5,-32,-0.022000000000000006,21,4.26,-52,2.3999999999999915,-47,-1.9000000000000057,-50,-2.7600000000000002,82
2012,1231,1433,Y04,Y12,63,61,2,-8,2,1,Indiana,B10,27-9,VCU,CAA,29-7,-37,-2,2,-0.05555555555555558,9.100000000000001,13.299999999999997,-92,4.099999999999994,49,1.7000000000000028,-81,-0.017,46,7.88,-128,5.5,-194,-2.4000000000000057,-89,-6.859999999999999,196
2012,1246,1235,Y01,Y08,87,71,2,-7,16,1,Kentucky,SEC,38-2,Iowa St.,B12,23-11,-25,15,-9,0.2735294117647058,15.900000000000002,8.299999999999997,-22,-7.6000000000000085,-59,-0.3999999999999915,22,0.036000000000000004,-98,0.7700000000000005,-6,-0.20000000000000284,5,-1,-27,3.02,-82
2012,1257,1307,Z04,Z05,59,56,2,-1,3,1,Louisville,BE,30-10,New Mexico,MWC,28-7,-3,2,3,-0.050000000000000044,1.2200000000000024,-4.599999999999994,61,-5.900000000000006,-14,0.5999999999999943,-26,0.028,-74,7.41,-101,4.699999999999989,-117,-2.700000000000003,-91,4.2700000000000005,-124
2012,1266,1293,Z03,Z06,62,53,2,-3,9,1,Marquette,BE,27-8,Murray St.,OVC,31-2,-17,-4,6,-0.16796536796536798,4.879999999999999,3,-40,-1.9000000000000057,-6,5,-157,0.011000000000000003,-25,10.58,-189,3.6999999999999886,-123,-6.900000000000006,-263,-4.58,118
2012,1326,1211,W02,W07,73,66,2,-5,7,1,Ohio St.,B10,31-8,Gonzaga,WCC,26-7,-19,5,1,0.006993006993006978,11.68,5,-24,-6.6000000000000085,-29,2.1000000000000085,-95,-0.032,69,8.02,-112,4,-78,-4,-145,-4.39,127
2012,1393,1243,W01,W08,75,59,2,-7,16,1,Syracuse,BE,34-3,Kansas St.,B12,22-11,-18,12,-8,0.25225225225225234,8.52,7.900000000000006,-52,-0.5999999999999943,-2,-2.0999999999999943,105,0.08399999999999999,-194,0,-1,0,1,-0.09999999999999432,-2,1.1800000000000002,-35
2012,1458,1435,W04,W05,60,57,2,-1,3,1,Wisconsin,B10,26-10,Vanderbilt,SEC,25-11,-8,1,-1,0.02777777777777779,3.1900000000000013,-1.8999999999999915,11,-5.1000000000000085,-27,-7.200000000000003,157,0.030000000000000002,-64,0.3200000000000003,-4,-0.10000000000000853,1,-0.4000000000000057,-13,-6.91,183
2012,1153,1199,W06,W03,62,56,2,3,6,1,Cincinnati,BE,26-11,Florida St.,ACC,25-10,7,1,1,-0.01158301158301156,-1.1099999999999994,1.9000000000000057,-27,3.0999999999999943,12,-3.6999999999999957,177,-0.011000000000000003,35,-0.6399999999999997,10,-1.2000000000000028,28,-0.6000000000000085,-16,-9.99,206
2012,1196,1313,Z07,Z15,84,50,2,-8,34,1,Florida,SEC,26-11,Norfolk St.,MEAC,26-10,-173,0,1,-0.019519519519519468,24.29,19.5,-208,-4.700000000000003,-85,-2.3999999999999915,117,-0.23199999999999998,269,13.489999999999998,-279,5.1000000000000085,-227,-8.399999999999991,-321,-3.0599999999999996,92
2012,1242,1345,X02,X10,63,60,2,-8,3,1,Kansas,B12,32-7,Purdue,B10,22-13,-26,10,-6,0.19194139194139193,10.66,-2.200000000000003,13,-12.800000000000011,-111,2,-93,0.03,-78,2.34,-7,0.3999999999999915,-5,-2,-31,7.85,-196
2012,1277,1387,Z01,Z09,65,61,2,-8,4,1,Michigan St.,B10,29-8,Saint Louis,A10,26-8,-11,3,0,0.019077901430842648,6.670000000000002,2.799999999999997,-17,-3.799999999999997,-10,2.3999999999999986,-94,0.029,-57,5.8500000000000005,-68,3.5999999999999943,-70,-2.1999999999999886,-62,1.4799999999999998,-41
2012,1301,1207,X11,X03,66,63,2,8,3,1,N.C. State,ACC,24-13,Georgetown,BE,24-9,28,0,4,-0.07862407862407861,-6.83,0.8999999999999915,-13,7.800000000000011,69,4.899999999999999,-211,0.01,-19,-2.1000000000000005,25,-1.3999999999999915,31,0.7000000000000028,18,2.2199999999999998,-69
2012,1314,1166,X01,X08,87,73,2,-7,14,1,North Carolina,ACC,32-6,Creighton,MVC,29-6,-22,3,0,0.013533834586466065,8.970000000000002,-3.1000000000000085,7,-12,-155,5,-115,-0.063,114,3.62,-54,2.299999999999997,-52,-1.2999999999999972,-47,2.36,-73
2012,1325,1378,X13,X12b,62,56,2,1,6,1,Ohio,MAC,29-8,South Florida,BE,22-14,9,7,-6,0.1726726726726726,-1.25,2.6999999999999886,-49,3.9000000000000057,19,7.5,-222,-0.018000000000000002,44,-7.37,116,-3.6000000000000085,109,3.799999999999997,137,-4.24,126
2012,1462,1250,Y10,Y15,70,58,2,-5,12,1,Xavier,A10,23-13,Lehigh,Pat,27-8,-26,-4,5,-0.13253968253968262,3.3000000000000007,0.10000000000000853,-2,-3.200000000000003,-47,-1.1999999999999886,48,0.056999999999999995,-150,12.81,-269,7.1000000000000085,-273,-5.700000000000003,-247,9.73,-252
2012,1196,1266,Z07,Z03,68,58,3,4,10,1,Florida,SEC,26-11,Marquette,BE,27-8,-8,-1,3,-0.06872586872586872,2.25,8.900000000000006,-37,6.700000000000003,66,-5.799999999999997,195,-0.08499999999999999,203,-1.0600000000000005,14,-1.1999999999999886,26,-0.09999999999999432,-3,-0.72,17
2012,1257,1277,Z04,Z01,57,44,3,3,13,1,Louisville,BE,30-10,Michigan St.,B10,29-8,14,1,2,-0.03378378378378377,-7.199999999999999,-8.5,95,-1.4000000000000057,-1,1.7999999999999972,-94,0.057999999999999996,-153,-0.15000000000000036,2,0,-1,0.19999999999998863,2,1.1800000000000002,-41
2012,1326,1153,W02,W06,81,66,3,-4,15,1,Ohio St.,B10,31-8,Cincinnati,BE,26-11,-29,5,-3,0.09216909216909208,14.04,8.599999999999994,-56,-5.400000000000006,-18,4.000000000000007,-184,-0.07300000000000001,172,3.1999999999999993,-35,3.200000000000003,-58,0,3,5.83,-85
2012,1393,1458,W01,W04,64,63,3,-3,1,1,Syracuse,BE,34-3,Wisconsin,B10,26-10,-3,8,-7,0.19669669669669676,1.9499999999999993,4,-18,2.1000000000000085,8,6.900000000000006,-143,0.078,-179,-0.8200000000000003,18,-0.5999999999999943,14,0.20000000000000284,8,1.77,-46
2012,1124,1462,Y03,Y10,75,70,3,-7,5,1,Baylor,B12,30-8,Xavier,A10,23-13,-40,7,-5,0.1505847953216375,8.7,7.299999999999997,-61,-1.3999999999999915,-15,-0.8000000000000114,34,0.027999999999999997,-49,2.369999999999999,-24,0.6999999999999886,-10,-1.5999999999999943,-40,-7.26,189
2012,1242,1301,X02,X11,60,57,3,-9,3,1,Kansas,B12,32-7,N.C. State,ACC,24-13,-39,8,-6,0.1718641718641718,12.69,1.9000000000000057,-9,-10.800000000000011,-75,-0.7000000000000028,28,0.031,-82,4.930000000000001,-42,2.8999999999999915,-49,-2.1000000000000085,-35,4.03,-81
2012,1246,1231,Y01,Y04,102,90,3,-3,12,1,Kentucky,SEC,38-2,Indiana,B10,27-9,-8,11,-7,0.19999999999999996,10.040000000000003,2,-2,-8,-65,-1.2999999999999972,58,0.025,-69,-0.41999999999999993,11,-0.6000000000000085,16,-0.20000000000000284,-4,3.9,-106
2012,1314,1325,X01,X13,73,65,3,-12,8,1,North Carolina,ACC,32-6,Ohio,MAC,29-8,-51,3,-2,0.05832147937411092,13.56,9.5,-90,-4,-21,4.900000000000006,-111,-0.005999999999999998,18,6.61,-109,3.6000000000000085,-108,-3,-117,4.86,-142
2012,1257,1196,Z04,Z07,72,68,4,-3,4,1,Louisville,BE,30-10,Florida,SEC,26-11,7,4,-1,0.04729729729729726,-1.7999999999999972,-14.200000000000003,109,-12.5,-79,1.8999999999999915,-95,0.074,-179,2.880000000000001,-29,3.1999999999999886,-60,0.3999999999999915,6,1.78,-55
2012,1326,1393,W02,W01,77,70,4,1,7,1,Ohio St.,B10,31-8,Syracuse,BE,34-3,-3,-3,5,-0.12404712404712415,4.030000000000001,0.3999999999999915,-1,-3.6000000000000085,-12,2.5,-114,-0.11,250,2.119999999999999,-23,1.9000000000000057,-26,-0.20000000000000284,-6,-1.23,37
2012,1242,1314,X02,X01,80,67,4,1,13,1,Kansas,B12,32-7,North Carolina,ACC,32-6,-2,0,1,-0.021592442645074206,1.4699999999999989,-2.0999999999999943,11,-3.6000000000000085,-8,-4.6000000000000085,101,0.011,-33,3.74,-29,1.5999999999999943,-23,-2.200000000000003,-39,3.3200000000000003,-62
2012,1246,1124,Y01,Y03,82,70,4,-2,12,1,Kentucky,SEC,38-2,Baylor,B12,30-8,-12,8,-6,0.16052631578947363,11.300000000000004,6.200000000000003,-11,-5.1000000000000085,-27,-0.19999999999998863,12,-0.026999999999999996,46,-1.6199999999999992,19,-1.2999999999999972,25,0.29999999999999716,4,1.6400000000000001,-47
2012,1242,1326,X02,W02,64,62,5,0,2,1,Kansas,B12,32-7,Ohio St.,B10,31-8,2,1,-1,0.02564102564102566,-3.16,-4.099999999999994,17,-1,-1,-0.6000000000000085,23,0.077,-186,1.0500000000000007,-3,-0.10000000000000853,1,-1.2000000000000028,-12,8.55,-215
2012,1246,1257,Y01,Z04,69,61,5,-3,8,1,Kentucky,SEC,38-2,Louisville,BE,30-10,-16,8,-8,0.19999999999999996,11.920000000000002,16,-110,4.099999999999994,6,-0.6999999999999886,35,0.0010000000000000009,-5,-2.0700000000000003,21,-1.7999999999999972,30,0.20000000000000284,3,-1.1700000000000002,40
2012,1246,1242,Y01,X02,67,59,6,-1,8,1,Kentucky,SEC,38-2,Kansas,B12,32-7,-3,6,-5,0.12948717948717947,5.680000000000003,8.200000000000003,-21,2.5,4,-0.8999999999999915,39,0.005000000000000001,-15,-3.16,25,-2,31,1.2000000000000028,11,-6.27,151
2013,1112,1125,Z06,Z11,81,64,1,-5,17,1,Arizona,P12,27-8,Belmont,OVC,26-7,-29,1,1,-0.01645021645021638,6.959999999999999,3.8000000000000114,-24,-3.0999999999999943,-37,-0.4000000000000057,19,-0.025,70,8.73,-133,2.6000000000000085,-89,-6.099999999999994,-217,-3.9399999999999995,83
2013,1139,1137,W06,W11,68,56,1,-5,12,1,Butler,A10,27-9,Bucknell,Pat,28-6,-16,-1,3,-0.07352941176470584,2.6899999999999995,3.200000000000003,-40,0.5,5,1.7000000000000028,-65,0.10099999999999999,-206,9.25,-148,4.3999999999999915,-139,-4.799999999999997,-170,1.4,-27
2013,1143,1424,W12,W05,64,61,1,7,3,1,California,P12,21-12,UNLV,MWC,25-10,18,-4,2,-0.07792207792207795,-2.960000000000001,1.2999999999999972,-27,4.200000000000003,27,-3,117,0.056,-149,2.119999999999999,-38,-0.09999999999999432,6,-2.3000000000000114,-60,2.4000000000000004,-61
2013,1161,1281,Y08,Y09,84,72,1,-1,12,1,Colorado St.,MWC,26-9,Missouri,SEC,23-11,-3,3,-2,0.06638655462184873,0.5899999999999999,3,-9,2.3999999999999915,41,-2.5,117,0.052000000000000005,-130,1.5499999999999998,-33,0.7000000000000028,-26,-0.9000000000000057,-27,1.53,-52
2013,1211,1380,Z01,Z16,64,58,1,-15,6,1,Gonzaga,WCC,32-3,Southern,SWAC,23-10,-157,9,-7,0.21731601731601724,27.31,21.200000000000003,-228,-6.099999999999994,-73,-0.10000000000000142,10,0.056999999999999995,-141,15.84,-260,10.200000000000003,-272,-5.700000000000003,-229,0.9100000000000001,-19
2013,1217,1307,Z14,Z03,68,62,1,11,6,1,Harvard,Ivy,20-10,New Mexico,MWC,29-6,70,-9,4,-0.161904761904762,-11.95,-1.8000000000000114,21,10.199999999999989,124,-0.4000000000000057,15,-0.036,62,-7.380000000000001,108,-3.6000000000000085,114,3.799999999999997,101,0.6500000000000004,-13
2013,1257,1299,Y01,Y16b,79,48,1,-15,31,1,Louisville,BE,35-5,North Carolina A&T,MEAC,20-17,-226,15,-12,0.33445945945945943,38.22,24.5,-304,-13.700000000000003,-95,0.29999999999999716,-18,-0.053,140,17.21,-311,10.200000000000003,-318,-7,-223,3.7,-111
2013,1266,1172,W03,W14,59,58,1,-11,1,1,Marquette,BE,26-9,Davidson,SC,26-8,-40,0,1,-0.02184873949579824,6.960000000000001,1.1000000000000085,-8,-5.799999999999997,-91,-0.6000000000000014,25,0.092,-175,14.37,-256,5.6000000000000085,-217,-8.800000000000011,-282,-7.56,173
2013,1272,1388,Y06,Y11b,54,52,1,-5,2,1,Memphis,CUSA,31-5,Saint Mary's,WCC,28-7,16,3,-2,0.061111111111111116,-3,-8.799999999999997,74,-5.799999999999997,-56,5.399999999999999,-215,0.033,-83,-1.2800000000000002,11,-0.10000000000000853,1,1.2000000000000028,44,0.9199999999999999,-34
2013,1276,1355,X04,X13,71,56,1,-9,15,1,Michigan,B10,31-8,South Dakota St.,Sum,25-10,-92,6,-2,0.08058608058608052,21.07,9.900000000000006,-32,-11.200000000000003,-186,1.3999999999999986,-63,-0.037,94,14.440000000000001,-228,6.200000000000003,-169,-8.299999999999997,-277,-7.2,198
2013,1277,1434,Y03,Y14,65,54,1,-11,11,1,Michigan St.,B10,27-9,Valparaiso,Horz,26-8,-55,1,1,-0.014705882352941124,12.750000000000002,1.8999999999999915,-15,-10.799999999999997,-104,-1.1999999999999957,50,-0.02,44,13.41,-172,7.299999999999997,-205,-6.099999999999994,-166,2.43,-78
2013,1332,1329,Y12,Y05,68,55,1,7,13,1,Oregon,P12,28-9,Oklahoma St.,B12,24-9,11,4,0,0.029484029484029506,-1.9100000000000001,-2.4000000000000057,39,-0.5,-3,1.8000000000000114,-67,0.068,-182,-0.45999999999999996,5,-1.7000000000000028,62,-1.2000000000000028,-36,-5.82,97
2013,1387,1308,Y04,Y13,64,44,1,-9,20,1,Saint Louis,A10,28-7,New Mexico St.,WAC,24-11,-69,4,-4,0.11428571428571432,12.330000000000002,3.8999999999999915,-66,-8.5,-68,0,1,-0.039,101,3.5500000000000003,-41,1.7999999999999972,-47,-1.7000000000000028,-44,-7.92,209
2013,1393,1285,W04,W13,81,34,1,-9,47,1,Syracuse,BE,30-10,Montana,BSky,25-7,-136,5,3,-0.03125,22.689999999999998,8.199999999999989,-108,-14.5,-167,0.3999999999999986,-18,-0.179,187,14.670000000000002,-265,5,-166,-9.599999999999994,-328,-13.150000000000002,272
2013,1433,1103,X05,X12,88,42,1,-7,46,1,VCU,A10,27-9,Akron,MAC,26-7,-44,1,2,-0.037878787878787845,8.760000000000002,7.200000000000003,-81,-1.5,-14,1.2000000000000028,-49,-0.083,154,5.4399999999999995,-71,3.3999999999999915,-101,-2,-53,-0.5,14
2013,1455,1338,Z09,Z08,73,55,1,1,18,1,Wichita St.,MVC,30-9,Pittsburgh,BE,24-9,6,6,0,0.04195804195804198,-3.7699999999999996,-3.799999999999997,23,0,-1,4.5,-129,0.056,-119,2.1900000000000004,-33,2,-72,-0.20000000000000284,-8,9.86,-188
2013,1166,1153,Y07,Y10,67,63,1,-3,4,1,Creighton,MVC,28-8,Cincinnati,BE,22-12,-25,6,-4,0.130718954248366,6.18,12.399999999999991,-113,6.099999999999994,51,0.7999999999999972,-32,0.003000000000000001,-7,-1.5799999999999992,32,-0.09999999999999432,8,1.4000000000000057,42,7.31,-191
2013,1181,1107,Y02,Y15,73,61,1,-13,12,1,Duke,ACC,30-6,Albany,AE,24-11,-144,6,-5,0.14761904761904765,25.62,16.5,-167,-9.200000000000003,-118,5,-214,-0.049,79,15.14,-265,9.800000000000011,-314,-5.299999999999997,-181,13.46,-301
2013,1195,1207,X15,X02,78,68,1,13,10,1,Florida Gulf Coast,ASun,26-11,Georgetown,BE,25-7,89,1,4,-0.07854729729729726,-14.969999999999999,-2.6999999999999886,56,12.199999999999989,95,6.700000000000003,-259,0.0010000000000000009,-3,-10.21,180,-5,181,5.199999999999989,178,10.72,-264
2013,1196,1322,X03,X14,79,47,1,-11,32,1,Florida,SEC,29-8,Northwestern St.,Slnd,23-9,-136,6,-1,0.06503378378378377,28.36,10.600000000000009,-97,-17.799999999999997,-192,-10.000000000000007,279,-0.16399999999999998,307,10.56,-194,6,-234,-4.6000000000000085,-143,-4.02,50
2013,1228,1160,W07,W10,57,49,1,-3,8,1,Illinois,B10,23-13,Colorado,P12,21-12,-6,2,1,0.002525252525252486,1.200000000000001,4.099999999999994,-63,2.8999999999999915,21,0.8999999999999915,-35,0.013000000000000001,-33,1.6899999999999995,-10,0.7999999999999972,-7,-0.7999999999999972,-10,-4.6,118
